留言主题,clean_review,cut_review,地区,关键词,留言详情中的实体,留言主题中的实体
投诉A7县宁华置业星湖湾(洋房）二期未达标且强行交房,投诉A7县宁华置业星湖湾洋房二期未达标且强行交房,投诉 A7县 宁华 置业 星 湖湾 洋房 二期 未达标 强行 交房,A7县,"['A7县', '宁华', '未达标', '湖湾', '洋房']","['溪湖', '溪湖', 'A市', '高红晓']",['A7县宁华置业星湖湾']
A7县特立中学操场何时节假日对外开放？,A7县特立中学操场何时节假日对外开放,A7县 特立 中学 操场 节假日 对外开放,A7县,"['A7县', '特立', '操场', '节假日', '对外开放']","['A2区楚江', '丁字', '楚江', 'A4区']",['A7县']
举报A7县招标中投标人以虚假业绩、虚假人员骗取中标,举报A7县招标中投标人以虚假业绩虚假人员骗取中标,举报 A7县 招标 中 投标人 虚假 业绩 虚假 人员 骗取 中标,A7县,"['虚假', 'A7县', '投标人', '骗取', '中标']","['A市', '三区', '大石']",['A7县']
请A7县交警大队合理执法！,请A7县交警大队合理执法,请 A7县 交警大队 执法,A7县,"['A7县', '交警大队', '执法']",['A7县'],['A7县']
A7县政府购买服务向中小学生免费开放体育场所，是否流于形式？,A7县政府购买服务向中小学生免费开放体育场所是否流于形式,A7县 政府 购买 服务 中小学生 免费 开放 体育场 流于形式,A7县,"['A7县', '流于形式', '中小学生', '体育场', '免费']","['A3区天顶街道青山', '天顶', 'A3区', 'A3区']",['A7县政府']
咨询A7县道路规划的问题,咨询A7县道路规划的问题,咨询 A7县 道路 规划,A7县,"['A7县', '咨询', '道路', '规划']",['洋湖景园'],['A7县']
A7县山水A1区私自违建现象盼查,A7县山水A1区私自违建现象盼查,A7县 山水 A1区 私自 违建 现象 盼查,A7县,"['A7县', 'A1区', '盼查', '违建', '私自']",['A市'],['A7县']
投诉A7县医保局推卸责任,投诉A7县医保局推卸责任,投诉 A7县 医保 局 推卸责任,A7县,"['A7县', '推卸责任', '医保', '投诉']","['A7县', '望仙路', '谢某']",['A7县']
A7县星沙街道广生村因修路导致交通拥堵,A7县星沙街道广生村因修路导致交通拥堵,A7县 星沙 街道 广生村 修路 导致 交通拥堵,A7县,"['A7县', '星沙', '广生村', '修路', '交通拥堵']","['衡花', 'A8县', 'A8县市委', '高桥', 'A8县', '汤镇', 'A8县', 'A市', '上灿勇', '以路', '四好', 'A8县']","['A7县星沙街道', '广生村']"
在A7县注册义工团体需要准备哪些材料？,在A7县注册义工团体需要准备哪些材料,A7县 注册 义工 团体 材料,A7县,"['A7县', '义工', '注册', '团体', '材料']",['A市A4区楚雅路文昌阁地铁站'],['A7县']
A7县金科时代中心小区垃圾臭味熏天，社区物业反馈投诉多次无效果,A7县金科时代中心小区垃圾臭味熏天社区物业反馈投诉多次无效果,A7县 金科 时代 中心 小区 垃圾 臭味 熏天 社区 物业 反馈 投诉 效果,A7县,"['A7县', '金科', '熏天', '臭味', '反馈']","['A4区秀峰街道植基路', '秀峰', '植基路', '植基路']",['A7县金科时代中心']
请解决A7县黄兴镇蓝田新村农村用水问题,请解决A7县黄兴镇蓝田新村农村用水问题,请 解决 A7县 黄兴 镇 蓝田 新村 农村 用水,A7县,"['A7县', '黄兴', '新村', '蓝田', '用水']","['A市教育局', 'A5区政府', '长洲', 'A5区教育局', 'A市A5区', '长洲', 'A5区政府', '长洲', '长洲', 'A5区教育局', '泰禹砂子塘小学', 'A5区教育局']","['A7县黄兴', '蓝田']"
A7县东九路旁的龙塘水体公园的具体开放时间是？,A7县东九路旁的龙塘水体公园的具体开放时间是,A7县 东九 路旁 龙塘 水体 公园 开放 时间,A7县,"['A7县', '东九', '龙塘', '水体', '路旁']",['A市'],['A7县']
请依法处理好A7县星沙商业乐园的历史遗留问题,请依法处理好A7县星沙商业乐园的历史遗留问题,请 依法处理 A7县 星沙 商业 乐园 历史 遗留问题,A7县,"['A7县', '星沙', '依法处理', '遗留问题', '乐园']","['松雅湖', '松雅湖']",['A7县']
咨询A7县撤县改区进度和A市辖区变化等问题,咨询A7县撤县改区进度和A市辖区变化等问题,咨询 A7县 撤县 改区 进度 A市 辖区 变化,A7县,"['A7县', '撤县', 'A市', '辖区', '进度']",[],"['A7县撤县改区', 'A市辖区']"
A7县橄榄城小区新安路货车严重扰乱了周边居民的生活,A7县橄榄城小区新安路货车严重扰乱了周边居民的生活,A7县 橄榄 城 小区 新安 路 货车 扰乱 周边 居民 生活,A7县,"['A7县', '新安', '橄榄', '扰乱', '货车']",['A3区A3区街道桃花'],"['A7县', '新安']"
希望A7县x117公交末班车时间能延长,希望A7县x117公交末班车时间能延长,希望 A7县 x117 公交 末班车 时间 延长,A7县,"['A7县', 'x117', '末班车', '公交', '延长']","['康桥长郡及泉塘地区', 'A7县', '新安', '康桥长郡', 'A7县', '海伦', '海伦', '新安']",['A7县']
给A7县松雅湖发展与交通安全问题的相关建议,给A7县松雅湖发展与交通安全问题的相关建议,A7县 松雅湖 发展 交通安全 相关 建议,A7县,"['A7县', '松雅湖', '交通安全', '建议', '相关']",['星沙街道星城社区'],['A7县松雅湖']
A7县宁华路靠望仙路岔路口200米路灯长期不亮,A7县宁华路靠望仙路岔路口200米路灯长期不亮,A7县 宁华路 仙路 岔路 口 200 米 路灯 长期 不亮,A7县,"['A7县', '宁华路', '仙路', '200', '不亮']","['南湖路', '南湖医院', '黄土岭']",['A7县宁华路']
A7县漓楚路和东六路十字路口照明灯光太暗,A7县漓楚路和东六路十字路口照明灯光太暗,A7县 漓楚路 东 六路 十字路口 照明 灯光 太暗,A7县,"['A7县', '漓楚路', '太暗', '六路', '十字路口']","['巴比', '巴比']","['A7县漓楚路', '六路']"
问问A7县委党校新校区建设情况,问问A7县委党校新校区建设情况,问问 A7县 委 党校 新 校区 建设 情况,A7县,"['A7县', '党校', '校区', '问问', '建设']","['A市', 'A市', 'A5区', 'A5区', 'A5区', 'A5区', 'A5区高桥', '李庆后', '李庆', 'A3区红星店面营业执照', 'A市', 'A3区', '李庆', 'A市A4区']",['A7县']
询问A7县星沙圣力华苑出售地下车位是否合法？,询问A7县星沙圣力华苑出售地下车位是否合法,询问 A7县 星沙圣力 华苑 出售 地下 车位 合法,A7县,"['A7县', '星沙圣力', '华苑', '车位', '合法']","['西地省', '深圳']",['A7县']
A7县豪都至尊车库入口图纸变更政府是否知情？,A7县豪都至尊车库入口图纸变更政府是否知情,A7县 豪 至尊 车库 入口 图纸 变更 政府 知情,A7县,"['A7县', '车库', '至尊', '图纸', '入口']","['吴艳晓', '西地省A7县', '西地省', 'A市', '中国', 'A7县', 'A市泰阳商城', 'A市泰阳商城', '泰阳商城', 'A市泰阳商城', '龙佩琼', 'A市泰阳商城所在地A4区伍家岭紫荆园社区党委', 'A7县供销社党委A7县组织部', '泰阳商城', '泰阳商城', '吴艳晓']",['A7县']
请解决A7县华广大厦购房合同天然气纠纷,请解决A7县华广大厦购房合同天然气纠纷,请 解决 A7县 华广 大厦 购房 合同 天然气 纠纷,A7县,"['A7县', '华广', '大厦', '纠纷', '购房']","['北延', 'A1区北路', 'A1区北路', '待山语城', '秀峰', '新竹第二小学', '欧修阳', '梅灿中', '春山', '秀峰', '新竹第二小学', '北二环', '秀峰', 'A1区北路', '北二环', '龙福', '迪卡侬', '新竹第二小学', 'A市轨道交通集团有限公司', 'A1区北路', '植基路', 'A1区北路', 'A1区北路', '兴隆路', '待山语城', 'A1区北路', '兴隆路', 'A1区北路', 'A1区北路', 'A1区', 'A1区北路', 'A1区北路', 'A1区北路', '兴隆路', 'A市商业银行A4区市场监督管理局', 'A1区北路', '金侠楚绣园华江']",['A7县华广大厦']
A7县深业睿城开发商违法出售人防车位，请政府查处,A7县深业睿城开发商违法出售人防车位请政府查处,A7县 深业 睿 城 开发商 违法 出售 人防 车位 请 政府 查处,A7县,"['A7县', '深业', '人防', '车位', '查处']","['A1区', '庙坪']",['A7县']
建议公示A7县经开区泉星公园项目景观效果图,建议公示A7县经开区泉星公园项目景观效果图,建议 公示 A7县 经开区 泉星 公园 项目 景观 效果图,A7县,"['A7县', '经开区', '泉星', '效果图', '公示']","['A7县金科时代中心', 'A7县泉塘街道办事处', '金科', 'A7县', 'A7县']",['A7县']
请A7县领导重视松雅安置小区夜宵店扰民问题,请A7县领导重视松雅安置小区夜宵店扰民问题,请 A7县 领导 重视 松雅 安置 小区 夜宵 店 扰民,A7县,"['A7县', '松雅', '夜宵', '扰民', '安置']","['A市', '福兴汝金城', '西地省晟福集团有限公司', '乔亩', '向西', '西地省晟福集团有限公司']",['A7县']
A7县城区禁鸣区域需要扩大,A7县城区禁鸣区域需要扩大,A7县 城区 禁鸣 区域,A7县,"['A7县', '禁鸣', '城区', '区域']","['A市', '福兴汝金城', '西地省晟福集团有限公司', '乔亩', '向西', '西地省晟福集团有限公司']",['A7县']
A7县金茂路什么时候拓改白改黑？,A7县金茂路什么时候拓改白改黑,A7县 金茂路 拓改白 改黑,A7县,"['A7县', '金茂路', '拓改白', '改黑']","['漓楚路', '六路']",['A7县金茂路']
A7县星沙电建星湖湾高层房子为什么一直不开盘,A7县星沙电建星湖湾高层房子为什么一直不开盘,A7县 星沙 电建 星 湖湾 高层 房子 开盘,A7县,"['电建', 'A7县', '星沙', '湖湾', '高层']","['A市', 'A市', 'A市']",['A7县星沙电建星湖湾']
举报A7县星沙镇星沙派小区有建筑物与备案竣工验收图不符,举报A7县星沙镇星沙派小区有建筑物与备案竣工验收图不符,举报 A7县 星沙 镇星 沙派 小区 建筑物 备案 竣工 验收 图 不符,A7县,"['A7县', '星沙', '沙派', '镇星', '不符']","['A市', 'A市', 'A市']",['A7县星沙镇星沙派']
A7县黄星大道开元路至长永高速段违停车辆较多,A7县黄星大道开元路至长永高速段违停车辆较多,A7县 黄星 大道 开元 路至 长永 高速 段 违停 车辆,A7县,"['黄星', 'A7县', '路至', '长永', '违停']",[],['A7县黄星大道开元路至长永']
为什么A7县没有到达影珠山的公交车,为什么A7县没有到达影珠山的公交车,A7县 到达 影 珠山 公交车,A7县,"['珠山', 'A7县', '公交车', '到达']",['A7县'],"['A7县', '珠山']"
咨询A7县农村土地确权颁证工作的证书发放问题,咨询A7县农村土地确权颁证工作的证书发放问题,咨询 A7县 农村土地 确权 颁证 工作 证书 发放,A7县,"['颁证', '确权', 'A7县', '农村土地', '证书']","['A7县', '六路', '黄兴']",['A7县']
建议加大A7县东六线榔梨段拆迁力度,建议加大A7县东六线榔梨段拆迁力度,建议 加大 A7县 东 六线 榔梨段 拆迁 力度,A7县,"['A7县', '榔梨段', '六线', '拆迁', '力度']",['A市'],['A7县']
A7县路口镇新镇区项目为何依旧没有任何动工迹象,A7县路口镇新镇区项目为何依旧没有任何动工迹象,A7县 路口 镇新 镇区 项目 依旧 动工 迹象,A7县,"['A7县', '镇新', '镇区', '动工', '路口']",['A6区东马'],['A7县']
A7县达宏物业管理有限公司的皮卡是执法车吗,A7县达宏物业管理有限公司的皮卡是执法车吗,A7县 达宏 物业管理 有限公司 皮卡 执法 车,A7县,"['A7县', '达宏', '皮卡', '物业管理', '执法']",['A市A3区A3区'],['A7县达宏物业管理有限公司']
咨询A7县恒大翡翠华庭小孩转学调剂问题,咨询A7县恒大翡翠华庭小孩转学调剂问题,咨询 A7县 恒大 翡翠 华庭 小孩 转学 调剂,A7县,"['A7县', '恒大', '华庭', '转学', '调剂']",['A市北辰'],['A7县恒大翡翠华庭小孩']
请问A7县星沙街道广生塘社区的渣土消纳场什么时候关停？,请问A7县星沙街道广生塘社区的渣土消纳场什么时候关停,请问 A7县 星沙 街道 广生塘 社区 渣土 消纳 场 关停,A7县,"['渣土', 'A7县', '星沙', '广生塘', '消纳']",[],"['A7县', '广生塘']"
A7县松雅小区后街违建都租来做早餐店,A7县松雅小区后街违建都租来做早餐店,A7县 松雅 小区 街 违建 租来 做 早餐 店,A7县,"['A7县', '松雅', '租来', '违建', '早餐']",[],['A7县']
A7县楚龙路附近一餐馆的音乐声超级大,A7县楚龙路附近一餐馆的音乐声超级大,A7县 楚龙路 餐馆 音乐声 超级,A7县,"['A7县', '楚龙路', '音乐声', '餐馆', '超级']","['A市', '伸张正义']",['A7县楚龙路']
投诉A7县黄花镇兴隆砖厂乱倒垃圾,投诉A7县黄花镇兴隆砖厂乱倒垃圾,投诉 A7县 黄花镇 兴隆 砖厂 乱倒垃圾,A7县,"['A7县', '黄花镇', '乱倒垃圾', '砖厂', '兴隆']",['远鑫集团'],"['A7县', '黄花镇']"
A7县黄兴镇新购指标房无合同无发票，不退款,A7县黄兴镇新购指标房无合同无发票不退款,A7县 黄兴 镇 新购 指标 房无 合同 发票 退款,A7县,"['A7县', '房无', '新购', '退款', '黄兴']",[],['A7县黄兴']
A7县电建星湖湾高层楼盘存在捂盘现象,A7县电建星湖湾高层楼盘存在捂盘现象,A7县 电建 星 湖湾 高层 楼盘 捂盘 现象,A7县,"['电建', 'A7县', '捂盘', '湖湾', '楼盘']","['春华', '西地省', '古街恒丰楼西地省', '古街恒丰楼', '西地省', '春华', '古街恒丰楼', '西地省', '程迁', '西地省', '西地省', '西地省', '中国近现代史', '使西地省', '华南', '古街恒丰楼', '西地省', '程迁', '西地省', '西地省', '中华人民共和国', '西地省', '西地省', '古街恒丰楼']",['A7县电建']
A7县三之三幼儿园为何没有按上级要求改为普惠性幼儿园,A7县三之三幼儿园为何没有按上级要求改为普惠性幼儿园,A7县 之三 幼儿园 上级 改为 普惠性 幼儿园,A7县,"['幼儿园', 'A7县', '普惠性', '之三', '上级']","['西地省A市', 'A市经侦', 'A市A4区经侦', '美国', 'A4区', 'A4区经侦', 'A市', 'A市', 'A市A4区']",['A7县']
A7县黄星大道海伦春天小区附近辅道上违停车辆太多了,A7县黄星大道海伦春天小区附近辅道上违停车辆太多了,A7县 黄星 大道 海伦 春天 小区 辅道 违停 车辆 太多,A7县,"['黄星', 'A7县', '辅道', '违停', '海伦']",['A市A6区高塘岭'],"['A7县黄星', '海伦']"
A7县一中收费补课,A7县一中收费补课,A7县 一中 收费 补课,A7县,"['A7县', '补课', '一中', '收费']",['A市'],['A7县一中']
A7县海伦春天小区6栋房子开关总闸箱里漏油烟,A7县海伦春天小区6栋房子开关总闸箱里漏油烟,A7县 海伦 春天 小区 栋 房子 开关 总闸箱 里 漏油 烟,A7县,"['A7县', '总闸箱', '漏油', '海伦', '开关']","['中茂城', '邱杰浪', '中茂城', '中茂城']",['A7县']
A7县黄兴镇主干道黄江大道路边围档严重影响居民出行,A7县黄兴镇主干道黄江大道路边围档严重影响居民出行,A7县 黄兴 镇 主干道 黄江 大道 路边 围档 影响 居民 出行,A7县,"['A7县', '黄江', '围档', '主干道', '黄兴']","['A市', 'A市']",['A7县黄兴镇主干道黄江大道']
A7县榔梨街道陶公庙社区老街上没有信号，居民生活不方便,A7县榔梨街道陶公庙社区老街上没有信号居民生活不方便,A7县 榔 梨 街道 陶公庙 社区 街上 信号 居民 生活,A7县,"['A7县', '陶公庙', '社区', '街道', '街上']","['青岛', 'A市']",['A7县榔梨街道陶公庙社区']
反映2019年六艺天骄A7县松雅湖幼儿园招生问题,反映2019年六艺天骄A7县松雅湖幼儿园招生问题,2019 年 六艺 天骄 A7县 松雅湖 幼儿园 招生,A7县,"['2019', 'A7县', '松雅湖', '天骄', '六艺']","['西地省鑫庆医药有限公司原西地省华源鑫庆医药有限公司', 'A3区法院', '史勇建', 'A3区法院']",['六艺天骄A7县松雅湖']
